0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,2,0,0,1,0,2,0,2,0,1,0,1,0
0,1,2,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0
0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0
0,1,2,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0
1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
第0个矩阵

0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0
0,1,0,2,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0
0,1,0,2,0,0,2,0,0,1,0,2,0,0,0,1,0,1,0
0,1,2,0,0,0,1,2,2,1,1,0,0,0,0,1,0,0,0
1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,0,0,1,2,1,1,2,2,0,0,0,0,0,0,0
0,1,2,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0
1,2,2,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0
0,0,0,2,1,0,2,2,0,2,1,0,0,0,0,0,2,1,0
0,2,0,1,0,0,1,2,2,1,0,1,0,0,0,0,1,2,0
0,0,0,2,1,0,1,0,2,2,1,2,0,0,0,2,2,0,2
2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,1,2,0,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0
0,1,2,0,0,0,0,0,1,2,2,0,0,0,0,2,2,1,0
0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
第1个矩阵

0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,2,1,2,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2
0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,2,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0
0,2,1,2,0,0,0,1,0,0,1,2,0,0,1,2,2,1,0
0,2,1,2,0,0,0,0,0,0,1,0,2,0,1,0,0,2,1
0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1
第2个矩阵

0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,2,1,2,0,0,0,0,0,0,0,0,2,1,2,2,2,2,0
0,2,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,2,2,0,0
0,0,0,2,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0
0,1,0,1,2,2,0,2,0,0,0,0,0,0,2,0,0,2,0
0,0,0,1,2,0,0,0,0,1,0,0,1,1,1,2,2,2,0
0,1,1,2,2,0,0,1,0,0,0,0,0,2,2,1,1,2,1
0,0,2,0,0,0,2,1,1,0,0,0,0,2,1,0,1,1,0
0,1,0,0,2,0,2,1,0,2,0,0,1,0,0,0,0,0,0
1,0,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0
0,1,2,2,1,0,1,1,2,2,0,2,0,1,0,1,1,0,0
0,2,1,2,1,0,2,1,2,1,2,0,0,1,2,2,1,0,0
0,2,1,2,0,1,0,2,1,1,0,2,0,1,0,0,2,1,0
0,2,1,2,2,1,0,2,0,2,0,0,1,0,0,2,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第3个矩阵

0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,1,1,0,1,0,0,0,0,0,0,0,2,1,2,2,2,2,0
1,2,2,2,0,0,0,0,0,0,2,0,2,1,1,1,1,1,0
2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,2,0
0,2,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1,2,1,0,0,0,1,0,0,1,0,1,0,0
0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第4个矩阵

0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
0,0,2,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0,1,0
0,1,1,1,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第5个矩阵

1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0
